CC(C)Nc1ncnc2oc(c3ccc(OCCN4CCCC4)cc3)c(c5ccccc5)c12,C(CN1CCNCC1)Nc2ncnc3oc(c4ccc(OCCN5CCCC5)cc4)c(c6ccccc6)c23,CHEMBL247866,CHEMBL247468,[*:1]C(C)C>>[*:1]CCN1CCNCC1,[*:1]Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c21
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CHEMBL1077842,CHEMBL1078720,[*:1]CN1CCS(=O)(=O)CC1>>[*:1]OCCCN(CC)CC,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1077842,CHEMBL1078934,[*:1]CN1CCS(=O)(=O)CC1>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCSCC4)n2,CHEMBL1078178,CHEMBL1077841,[*:1]N1CCOCC1>>[*:1]N1CCSCC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,CHEMBL1078178,CHEMBL1078721,[*:1]N1CCOCC1>>[*:1]CN1CCOCC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CCN1CCN(Cc2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2)CC1,CHEMBL1078178,CHEMBL1078933,[*:1]N1CCOCC1>>[*:1]CN1CCN(CC)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CHEMBL1078178,CHEMBL1078720,[*:1]N1CCOCC1>>[*:1]OCCCN(CC)CC,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1078178,CHEMBL1078934,[*:1]N1CCOCC1>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCSCC4)n2,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,CHEMBL1077841,CHEMBL1078721,[*:1]N1CCSCC1>>[*:1]CN1CCOCC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCSCC4)n2,CCN1CCN(Cc2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2)CC1,CHEMBL1077841,CHEMBL1078933,[*:1]N1CCSCC1>>[*:1]CN1CCN(CC)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCSCC4)n2,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CHEMBL1077841,CHEMBL1078720,[*:1]N1CCSCC1>>[*:1]OCCCN(CC)CC,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCSCC4)n2,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1077841,CHEMBL1078934,[*:1]N1CCSCC1>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,CCN1CCN(Cc2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2)CC1,CHEMBL1078721,CHEMBL1078933,[*:1]CN1CCOCC1>>[*:1]CN1CCN(CC)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CHEMBL1078721,CHEMBL1078720,[*:1]CN1CCOCC1>>[*:1]OCCCN(CC)CC,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1078721,CHEMBL1078934,[*:1]CN1CCOCC1>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
CCN1CCN(Cc2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2)CC1,CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CHEMBL1078933,CHEMBL1078720,[*:1]CN1CCN(CC)CC1>>[*:1]OCCCN(CC)CC,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
CCN1CCN(Cc2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2)CC1,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1078933,CHEMBL1078934,[*:1]CN1CCN(CC)CC1>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
CCN(CC)CCCOc1ccc(Nc2nccc(n2)c3ccc(cc3)C(=O)NCC#N)cc1,CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4ccc(cc4)C(=O)NCC#N)cc2,CHEMBL1078720,CHEMBL1078934,[*:1]OCCCN(CC)CC>>[*:1]N1CCN(C)CC1,[*:1]c1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1
Cn1nc(C(=O)N)c2CCc3cnc(NC4CCN(CC4)C(=O)c5ccccc5)nc3c12,CC(=O)N1CCC(CC1)Nc2ncc3CCc4c(nn(C)c4c3n2)C(=O)N,CHEMBL599428,CHEMBL599224,[*:1]c1ccccc1>>[*:1]C,[*:1]C(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1
C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1Cl)c4ccc(F)cn4,CHEMBL2381981,CHEMBL2380329,[*:1]F>>[*:1]Cl,[*:1]c1c(N[C@@H](C)c2ccc(F)cn2)nc(Nc2cc(C)[nH]n2)nc1N1CCOCC1
C(Cc1cccnc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,C(Cc1ccncc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL437754,CHEMBL427687,[*:1]CCc1cccnc1>>[*:1]CCc1ccncc1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
C(Cc1cccnc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,C(CNc1ccnc2oc(c3ccc(OCCN4CCCCC4)cc3)c(c5ccccc5)c12)Cn6ccnc6,CHEMBL437754,CHEMBL239591,[*:1]CCc1cccnc1>>[*:1]CCCn1ccnc1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
C(Cc1cccnc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL437754,CHEMBL393596,[*:1]CCc1cccnc1>>[*:1]CCN1CCNCC1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
C(Cc1ccncc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,C(CNc1ccnc2oc(c3ccc(OCCN4CCCCC4)cc3)c(c5ccccc5)c12)Cn6ccnc6,CHEMBL427687,CHEMBL239591,[*:1]CCc1ccncc1>>[*:1]CCCn1ccnc1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
C(Cc1ccncc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL427687,CHEMBL393596,[*:1]CCc1ccncc1>>[*:1]CCN1CCNCC1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
C(CNc1ccnc2oc(c3ccc(OCCN4CCCCC4)cc3)c(c5ccccc5)c12)Cn6ccnc6,C(CN1CCNCC1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23,CHEMBL239591,CHEMBL393596,[*:1]CCCn1ccnc1>>[*:1]CCN1CCNCC1,[*:1]Nc1ccnc2oc(-c3ccc(OCCN4CCCCC4)cc3)c(-c3ccccc3)c21
Fc1cccc(F)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,Clc1cccc(Cl)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,CHEMBL1079523,CHEMBL1079524,[*:1]Cc1c(F)cccc1F>>[*:1]Cc1c(Cl)cccc1Cl,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
Fc1cccc(F)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,O=C1Nc2cnc(nc2N1C3CCOCC3)n4cnc5ccc(cc45)C#N,CHEMBL1079523,CHEMBL1080323,[*:1]Cc1c(F)cccc1F>>[*:1]C1CCOCC1,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
Fc1cccc(F)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,CHEMBL1079523,CHEMBL1080332,[*:1]Cc1c(F)cccc1F>>[*:1]Cc1cccc(F)c1F,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
Clc1cccc(Cl)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,O=C1Nc2cnc(nc2N1C3CCOCC3)n4cnc5ccc(cc45)C#N,CHEMBL1079524,CHEMBL1080323,[*:1]Cc1c(Cl)cccc1Cl>>[*:1]C1CCOCC1,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
Clc1cccc(Cl)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,CHEMBL1079524,CHEMBL1080332,[*:1]Cc1c(Cl)cccc1Cl>>[*:1]Cc1cccc(F)c1F,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
O=C1Nc2cnc(nc2N1C3CCOCC3)n4cnc5ccc(cc45)C#N,Fc1cccc(CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N)c1F,CHEMBL1080323,CHEMBL1080332,[*:1]C1CCOCC1>>[*:1]Cc1cccc(F)c1F,[*:1]n1c2nc(-n3cnc4ccc(C#N)cc43)ncc2[nH]c1=O
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccc(F)cc5,C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccccc5,CHEMBL221378,CHEMBL222027,[*:1]N[C@@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@@H]([*:2])c1ccccc1,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccc(F)cc5,COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL221378,CHEMBL220484,[*:1]N[C@@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@H]([*:2])COC,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccc(F)cc5,COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL221378,CHEMBL220484,[*:1]N[C@@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@@H](C)CO[*:2],[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccc(F)cc5,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL221378,CHEMBL557844,[*:1]N[C@@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@H]([*:2])COC,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccc(F)cc5,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL221378,CHEMBL557844,[*:1]N[C@@H]([*:2])c1ccc(F)cc1>>[*:1]N[C@@H](C)CO[*:2],[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccccc5,COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL222027,CHEMBL220484,[*:1]N[C@@H]([*:2])c1ccccc1>>[*:1]N[C@H]([*:2])COC,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccccc5,COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL222027,CHEMBL220484,[*:1]N[C@@H]([*:2])c1ccccc1>>[*:1]N[C@@H](C)CO[*:2],[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccccc5,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL222027,CHEMBL557844,[*:1]N[C@@H]([*:2])c1ccccc1>>[*:1]N[C@H]([*:2])COC,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4)c5ccccc5,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL222027,CHEMBL557844,[*:1]N[C@@H]([*:2])c1ccccc1>>[*:1]N[C@@H](C)CO[*:2],[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL220484,CHEMBL557844,[*:1]N[C@H]([*:2])COC>>[*:1]N[C@@H](C)CO[*:2],[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,Cl.COC[C@H](C)Nc1cc(nc(n1)n2cnc3ccncc23)c4cocc4,CHEMBL220484,CHEMBL557844,[*:1]N[C@@H](C)CO[*:2]>>[*:1]N[C@H]([*:2])COC,[*:2]C.[*:1]c1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
CN(C)C(=O)c1ccc(Nc2oc3c(cccc3n2)c4cc(F)c(CN5CCOCC5)c(F)c4)cc1C,CN(C)CCCNC(=O)c1ccc(Nc2oc3c(cccc3n2)c4cc(F)c(CN5CCOCC5)c(F)c4)cc1C,CHEMBL1080159,CHEMBL1076700,[*:1]C(=O)N([*:2])[*:3]>>[*:1]C(=O)NCCCN([*:2])[*:3],[*:2]C.[*:3]C.[*:1]c1ccc(Nc2nc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3o2)cc1C
CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(c3)C#N)nc12,CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C)c3)nc12,CHEMBL2376334,CHEMBL2376331,[*:1]C#N>>[*:1]C,[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(c3)C#N)nc12,CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,CHEMBL2376334,CHEMBL2376332,[*:1]C#N>>[*:1]CC,[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(c3)C#N)nc12,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,CHEMBL2376334,CHEMBL2376330,[*:1]C#N>>[*:1][H],[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C)c3)nc12,CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,CHEMBL2376331,CHEMBL2376332,[*:1]C>>[*:1]CC,[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
CC(C)NC(=O)c1c[nH]c2ncc(Oc3cccc(C)c3)nc12,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,CHEMBL2376331,CHEMBL2376330,[*:1]C>>[*:1][H],[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,CHEMBL2376332,CHEMBL2376330,[*:1]CC>>[*:1][H],[*:1]c1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C,CC[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,CHEMBL2325903,CHEMBL2325902,[*:1]C([*:2])(C)C>>[*:1]C[*:2],[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C,CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,CHEMBL2325903,CHEMBL2325899,[*:1]C([*:2])(C)C>>[*:1]C([*:2])C,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,CHEMBL2325903,CHEMBL2325904,[*:1]C([*:2])(C)C>>[*:1]C([*:2])(C)O,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N,CHEMBL2325903,CHEMBL2325906,[*:1]C([*:2])(C)C>>[*:1]C([*:2])(C)C#N,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
CC[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,CHEMBL2325902,CHEMBL2325899,[*:1]C[*:2]>>[*:1]C([*:2])C,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
CC[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,CHEMBL2325902,CHEMBL2325904,[*:1]C[*:2]>>[*:1]C([*:2])(C)O,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
CC[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N,CHEMBL2325902,CHEMBL2325906,[*:1]C[*:2]>>[*:1]C([*:2])(C)C#N,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,CHEMBL2325899,CHEMBL2325904,[*:1]C([*:2])C>>[*:1]C([*:2])(C)O,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
CC(C)[C@H](C)NC(=O)c1c[nH]c2ncc(nc12)C3CC3,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N,CHEMBL2325899,CHEMBL2325906,[*:1]C([*:2])C>>[*:1]C([*:2])(C)C#N,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O,C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N,CHEMBL2325904,CHEMBL2325906,[*:1]C([*:2])(C)O>>[*:1]C([*:2])(C)C#N,[*:1]C.[*:2][C@H](C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12
Fc1cc(F)cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)c1,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3cnccn3)c2)c4c[nH]c5ccccc45,CHEMBL3114780,CHEMBL3114778,[*:1]c1cc(F)cc(F)c1>>[*:1]c1cnccn1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
Fc1cc(F)cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)c1,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,CHEMBL3114780,CHEMBL3114774,[*:1]c1cc(F)cc(F)c1>>[*:1]c1ccnc(F)c1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
Fc1cc(F)cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)c1,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccc3)c2)c4c[nH]c5ccccc45,CHEMBL3114780,CHEMBL3114779,[*:1]c1cc(F)cc(F)c1>>[*:1]c1ccccc1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
Fc1cc(F)cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)c1,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccn3)c2)c4c[nH]c5ccccc45,CHEMBL3114780,CHEMBL3114777,[*:1]c1cc(F)cc(F)c1>>[*:1]c1ccccn1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
O=C1NC(=O)C(=C1Nc2cccc(OCCNc3cnccn3)c2)c4c[nH]c5ccccc45,Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,CHEMBL3114778,CHEMBL3114774,[*:1]c1cnccn1>>[*:1]c1ccnc(F)c1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
O=C1NC(=O)C(=C1Nc2cccc(OCCNc3cnccn3)c2)c4c[nH]c5ccccc45,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccc3)c2)c4c[nH]c5ccccc45,CHEMBL3114778,CHEMBL3114779,[*:1]c1cnccn1>>[*:1]c1ccccc1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
O=C1NC(=O)C(=C1Nc2cccc(OCCNc3cnccn3)c2)c4c[nH]c5ccccc45,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccn3)c2)c4c[nH]c5ccccc45,CHEMBL3114778,CHEMBL3114777,[*:1]c1cnccn1>>[*:1]c1ccccn1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccc3)c2)c4c[nH]c5ccccc45,CHEMBL3114774,CHEMBL3114779,[*:1]c1ccnc(F)c1>>[*:1]c1ccccc1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
Fc1cc(NCCOc2cccc(NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c2)ccn1,O=C1NC(=O)C(=C1Nc2cccc(OCCNc3ccccn3)c2)c4c[nH]c5ccccc45,CHEMBL3114774,CHEMBL3114777,[*:1]c1ccnc(F)c1>>[*:1]c1ccccn1,[*:1]NCCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1
